עומר טייכר | מדריך וטכנאי מחשבים: (22:32) : דקה שיש ודקה אני מתחיל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:24) : שואבת לכם את כל הכוח שלו מה שעושים לוחצים כפתור ימני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:14:30) : וסיים המשימה שוב זה יסיים אותה זמנית אוקיי עד שתפעול את המחשב מחדש אבל אתם יכולים להסיר אותה אם אתם מגלים שזאת אפליקציה לא טובה לכם אתם יכולים להסיר אותה ואז המחשב שלכם יתעברר טיפה מהתוכנה הזאת ויפסיק עכשיו אני רוצה להראות לכם עוד משהו. זה נקרא בקטגוריית ביצועים, בקרטיסיית ביצועים יש פה עניין של זיכרון. אתם רואים? יש פה כמה זיכרון אתם מנצלים מתוך כמה סך הכל שיש לכם. אני מנצל כרגע 8 מתוך 16. אם אתם רואים שאתם עובדים בצורה שוטפת במחשב ואתם מגיעים כמעט לקיבול את הזיכרון שלכם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:15) : תופס 80% והזיכרון, כן, כי אתה פותח כנראה המון כרטיסיות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:20) : אתה פותח המון כרטיסיות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:23) : ואם אתה בקרטיסיית ביצועים אתה רואה שיש לך המון המון זיכרון תפוס. זאת אומרת שהגיע הזמן לשדרג את הזיכרון. זה חשוב מאוד. כי אז ככל שיש לך יותר זיכרון, ככל שיש יותר זיכרון תפוס בעבודה השותפת שלכם אין למחשב 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:42) : אנרגיה לפתוח תוכנות חדשות לפתוח קבצים חדשים, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:15:47) : לעבוד עם כמה תוכנית במכל בלתי. אתם תעברו בין האפליקציות, אתם תראו שיש דיליי, שיש קפיצות, שהמחשב לא עובד כמו שצריך, שהוא קצת איטי. ואתם מתקשרים למחשב שלי איטי, האינטרנט שלי לא עובד. אז זה חשוב, זיכרון זה מאוד קריטי. אם אתם רואים שהזיכרון שלכם מנוצל ברובו בעבודה השוטפת כדאי לשדרג אותו אז אני חוזר תהליכים אם חרום תופס לכם המון המון משאבים כנראה שאתם פותחים הרבה כרטיסיות ואם אתם פותחים הרבה כרטיסיות עדיף להגדיל את הזיכרון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:20) : אז זה שני הדברים אני כמעט וואי עברה שעה זה משהו מדהים ואני אראה לכם עוד כמה טיפים קצרים ביותר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:29) : שאני רוצה שתדעו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:35) : תכתבו לי בתגובות אני אראה אם אתם מטיפים שניתן לכם עוד כמה טיפים או שאתם רוצים לשאול שאלות יש לי עוד כמה טיפים בשבילכם אבל כבר הגענו לקצה הזמן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:16:46) : רגע תרשמו מי שאירו טיפים אוקיי אוקיי אז טיפ נוסף שאני רוצה להראות לכם נקרא חישת היחסון מה זה חישת היחסון כשאתם עושים חיפוש בווינדוז נותן נותן נותן כשאתם עושים חיפוש בווינדוז אתם יכולים לרשום למעלה חישת Windows. נותן נותן. כשאתם עושים חיפוש ב Windows אתם יכולים לרשום למעלה חישת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:09) : האחסון תסתכלו אתם רואים אפל חישת האחסון אתם לוחצים על זה יש משהו שבחינם לתלמידים לא, אין קשר לו אוףיס זה בחינם לתלמידים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:21) : אין חינם וינדו זו. אתם אפילו את חשת היחסון, ואתם יכולים לראות פה שיש לכם מין קליק כזה. מין סוויץ׳ מתג שאתם יכולים להפעיל את חשת היחסון. וזה עושה דבר מאוד מאוד יפה. זה באופן אוטומטי, יש כאלה שזה פועל להם יש כאלה שזה לא פועל להם כל אחד איך שזה הווינדוס שלו מותקן מי שיתקין לו את הווינדוס החברה שיתקינה לו את הווינדוס מאיפה הוא קנה אותו כל אחד ההגדרות שלו שונות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:17:52) : מי שחישת היחסוד שלה לא פועלת שיפעיל את זה אוקיי מה זה עושה זה באופן אוטומטי בלי שתתאמצו מנקה לכם שטח דיסק מהדיסק הקשיח שלכם או חלק קבצים זמניים קבצים שאתם לא צריכים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:09) : יש את זה בוודאי יש את זה בחלונות 10 באנגלית זה נקרא storage sense אני אראה לכם אני אני אראה לכם אני אכתוב את זה שתראי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:20) : סטורג' 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:24) : אוקיי סטורג' סנס 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:28) : את רואה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:30) : הוא ייקח אותי לחישת היחסון כי ככה זה באנגלית 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:37) : זה טיפ שאני נותן לכם שהוא נהדר בשביל לפנות מקום במקום שתיכנסו לכלי הניקוי עכשיו יש גם את כלי הניקוי ניקוי דיסק ותתחילו לנקות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:50) : השימוש הזה בחישת היחסון עושה את זה בצורה מעולה באופן אוטומטית 
עומר טייכר | מדריך וטכנאי מחשבים: (1:18:55) : עוד טיפ שאני רוצה להראות לכם טיפ נהדר לאלה שלא ראו את זה בסרטונים שאני מעלה בבוקר זה היסטוריית הלוח אני אראה לכם. אפשר להכנס תהיו קשובים זה טיפ נהדר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:11) : אני נכנס להגיד למסמך רק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:19) : אוקיי עכשיו אני מתחיל לכתוב את שתה מדוגמה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:23) : טקסט 1 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:27) : טקסט 2 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:30) : טקסט 3 ורגע אני אשים גם תמונה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:34) : אני אשים גם איזה תמונה בוא נראה בוא ניקח איזה תמונה מפה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:43) : תמונה נהדר. יש לי כמה טקסטים בתמונה עכשיו מה רובנו רגע אני אקטין את זה רובנו אנחנו עושים a-tick a-dick a-tick a-dick a-tick a-dick 
עומר טייכר | מדריך וטכנאי מחשבים: (1:19:56) : במחשב יש דבר שנקרא היסטוריית לוח ואני אראה לכם בשביל להפעיל את היסטוריית הלוח קודם כל אנחנו עושים העתק לטקסט מסוים אוקיי עושים Ctrl V או כפתור ימני העתק לטקסט 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:11) : עכשיו אנחנו רוצים לשמור כמה טקסטים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:20:16) : בלוח שלנו בהיסטוריה שלו לפני שאני אראה לכם איך זה נראה אתם לוחצים על המקש של הווינדוס במקלדת ווי על המקש של המקלדת של הווינדוס ווי שוב ווינדוס ווי נפתח לכם דבר שנקרא היסטוריית לוח אוקיי אתם קודם כל צריכים לחוץ על הפעל בהיסטוריית הלוח כי הוא מחובל באופן אוטומטי הפעלתם אותו עכשיו תראו בהיסטוריית הלוח העתקתי את טקסט אחד אוקיי עכשיו אני יכול להעתיק עוד טקסטים כפתור ימני יעתק אני אעסק שוב windows plus v ואופה אתם רואים היסטוריית הלוח 2 עכשיו אני יכול למשל ללכת ולהדביק מתחת לטקסט 1 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:03) : זה יישפר לכם את החיים חבל לכם על הזמן אני אומר לכם אתם לוחצים windows plus v ויכולים להדביק לטקסט 2 עכשיו אני רוצה גם לטקסט 3 יש לנו כמויות אדירות של מקום שם אני לוחץ את ה-tech 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:20) : ואתם יכולים לראות שאני לוחץ windows פלוס v יש לי טקסט שלוש עכשיו אני יכול גם להצמיד אם יש משהו שאני משתמש בו הרבה אני יכול ללחוץ על הנעץ ושהוא יהיה צמוד ואם אני רוצה לנקות אחרי זה את כל הלוח, אני לוחץ נקה זה יישאר לי. תשחקו עם זה, זה לא תורה מסיני, אתם תבינו לבד איך זה קורה. גם תמונות תראו איזה יופי, אני לוחץ על התמונה, תמונה, עתק, ובהיסטוריית הלוח אני רואה את התמונה שלי גם תמונות גם טקסט ועשים זה לא עובד, זה עובד על תמונות וטקסט 
עומר טייכר | מדריך וטכנאי מחשבים: (1:21:56) : פשוט נהדר זה חוסך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:00) : המון המון זמן בעבודה עם המחשב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:06) : טיפ הבא שאני רוצה להראות אני רוצה לראות לכם עוד שני טיפים יפים מעניינים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:11) : שיעזרו לכם מאוד. הטיפ הנוסף שאני רוצה להראות לכם אתם לוקצים כפתור ימני על שולחן העבודה ולוקציב על הגדרות תצוגה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:22) : שוב אני אחזור כפתור ימני על שולחן העבודה הגדרות תצוגה פה אתם תוכלו לגלו למטה ולהגדיל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:22:33) : את קני המידה מה זה אומר? תוכלו להגדיל את הסמלים במחשב, את הגופנים במחשב, את כל מה שאתם רואים במסך תוכלו להגדיל. אם למשל אני פה נמצא, למשל אצלכם זה יהיה 200 אחוז, תסתכלו איך זה נראה שזה 200 אחוז. יכול להיות שצכם זה ככה, 250 אחוז. כל אחד בקנה המידה שלו והרזולוציה שבה הוא עובד. אני הולך להגדרות את סוגה, מגדילו את האחוזים ותראו מה קורה זה פשוט גדל אנשים שיש להם שמתאמצים עם העיניים שלהם שמתאמצים לקרוא אפשר להגדיל את הטקסטים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:12) : בצורה מדהימה ופשוט זה יעבוד ואתם תהנו לשבת מול המסך אני מגדיל את התצוגה שלי ל 300 אני מאוד נהנה להסתכל על הלא צריך ליימץ את העיניים ולעבוד עם המסך והטיפ האחרון האחרון להיום עד השנייה האחרונה נתחיל כפתור ימני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:35) : הגדרות התצוגה ויש לכם פה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:23:39) : תאורת לילה גם בוינדוס מה שאני מראה לכם עכשיו בוינדוס 11 יש גם בוינדוס 10 זה נראה קצת טיפה שונה אולי אבל זה גם בוינדוס 10 יש את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:17) : התאורת לילה וזה מסנן את העור כחול שלי. אז זהו אני סיימתי את משנתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:24) : אני אצא מהשיתוף מסך. אני אפתח לכם את הרמקולים רגע. שנייה אני אפשר לכם לצאת ממיוט. אני אפשר לכם לשאול שאלות. אני רק מבקש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:24:38) : שכל בן אדם ישאל כרגע שאלה אחת. יכול להיות שאחרי זה יהיה לכם עוד זמן. שנוכל לתת לכולם לשאול שאלות. שנייה לפני שאתם שואלים שאלות יש לי פה שאלה עומר אצי בהפעלת היסטוריות לוח יש לפעולות שלושה סעיפים אחר כך זה מוחק את הקודמים זה לא מוחק זה פשוט למטה זה לא מוחק את הקודמים אם זה מוחק לך תדבר איתי אבל באופן עקרוני זה אמור להראות לך עשרות גם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:05) : בכאב שמחתי אז אוקיי מי שרוצה לשאול אותי שאלה יכול לצאת מימיות ולשאול שאלות. 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:25:13) : עומר שאלה. כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:14) : איך 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:25:15) : אני משדרג מוינדוס 10 ל11? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:19) : זה תלוי שוב כמו שהסברתי בהתחלה עם המאבד שלך הוא מדור 8 ומעלה. אתה צריך לבדוק את זה. רגע 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:25:26) : אני אגיד לך. 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:25:29) : זה i5-8500. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:32) : אז אתה יכול, אתה עושה עדכון, אתה עושה עדכונים, שאתה עושה עדכון מערכת, ואז הוא יראה לך המחשב זה מסוגל לעבור לWindows 11 זה מאוד פשוט. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:45) : אני 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:25:45) : עושה את זה בWindows Update? באמת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:48) : הוא אמור להראות לך את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:52) : תבדוק את זה אפילו עכשיו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:25:55) : אין סיבה שהוא לא יראה לך את האפשרות הזאת, אני לא רואה שום סיבה לזה. לא, 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:25:59) : ה-Windows שלי מעודכן, אבל הוא לא נותן לי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:02) : יש עוד אפשרות לעשות את זה, תדבר איתי מחר גיל, אני אראה לך איך עושים את זה גם אם הוא לא מראה לך. בסדר יש אפליקציה שאפשר להוריד ממייקרוסופט, היא נקראת מסייע השידורוג, אתה יכול לרשום את זה לעצמך, מסייע השידורוג או מסייע התקנן, לא זוכר את השם המדויק, וזה יאפשר לך לשדרג עם כלי של מייקרוסופט גם אם זה לא מופיע בווינדוס אפדייט. 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:26:27) : אוקיי סבבה אני אעזר בך אין בעיה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:30) : אין בעיה אתה יכול לעזר ואתה יכול לחפש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:33) : מסייעת תקנה או הזה אתה תמצא את זה זה לא סיפור גדול זה יקפוץ לך ישר. 
גיל חן - יועץ נדל"ן אלפא נכסים: (1:26:38) : סבבה תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:40) : עכשיו איפה יש ביוטיוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:43) : עדיין לא עלה לי ליוטיוב מי שעוד רוצה לשאול שישאל אני אני מקשיב עד שעה וחצי אני איתכם עד שזורקים אותנו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:55) : זהו אתם יודעים הכל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:26:58) : לא צריכים לשאול שאלות. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:02) : אני אשאל אותך שאלה. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:07) : סתם זה משהו שתמיד הייתי סקרן. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:11) : למה שמים את היש מנורות כאלה ששמים אותם על המסכים. הרבה בחוץ לארץ. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:19) : מין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:21) : לדים 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:22) : מין לד כזה שמתקינים על המסך העליון אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:26) : מתכוון רינג? 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:29) : מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:30) : רינג? 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:31) : לא לא לא זה פס כמו... אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:35) : לא יודע אני לא יודע אני 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:36) : לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:37) : יודע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:42) : כן 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:42) : שמישהו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:42) : שאתה 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:43) : יכול לצנות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:43) : אליי בשאלה ובוודאי 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:45) : אני אשלח לך זה אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:46) : יודע מה אתה מתכוון אבל זה לאנשים שהם ביוטיוב, אני לא התעסקתי בזה, אני לא יודע. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:53) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:53) : אבדוק. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:27:54) : אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:27:57) : אמרת איך 
Zizi Katz: (1:27:59) : מגיעים אליך ביוטיוב. 
Zizi Katz: (1:28:02) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:02) : לא, דרך אגב, אני רק ההרצאות שלי אני מעלה אותן ביוטיוב, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:07) : רק את ההרצאות. אתם יכולים לכתוב מיומנו של טכנאי מחשבים, נראה לי שם, ככה אני רשום? כן. אני רשום שם מיומנו של טכנאי מחשבים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:17) : אני לא, אני אגיד לך, אני מעלה סרטונים של טיפים לפייסבוק ולאינסטגרם כבר לעקוב אחריי כל יום אני מעלה. ליוטיוב אני, זה פלטפורמה שפחות. אני מקבלת 
Zizi Katz: (1:28:28) : גם מהירואטסאפ את הדברים שלך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:30) : כן, כן, ליוטיוב אני פחות, אני לא מעלה חוץ מההרצאות. 
Zizi Katz: (1:28:34) : כי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:35) : זה פלטפורמה שדורשת המון אנרגיה של הקלטה לא משהו שיש לי זמן כרגע. כל העבודה וכל הפרויקטים שלי אז אני לא חזק ביוטיוב אבל אני יותר עושה את הטיפים בפייסבוק ובאינסטגרם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:28:48) : ליוטיוב אני מעלה רק את ההרצאות, וגם אני בהתחלה משתף אותם עם מי שנמצא בהרצאה פיזית, אני לא חושף אותם לכל מי שרוצה, לכל הקהל, אבל ההרצאה הזאת ספציפית, זה ייקח לי יום יומיים, עד שאני אעלה אותה, כי יש פה כל מיני תמונות שיורדתי מגוגל ואני לא יכול לעלות אותו ליוטיוב כי זה זכויות יוצרים. אז 
Zizi Katz: (1:29:08) : למה אתה מתכוון שאתה מעביר למי שנוכח להרצאה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:13) : אני אערוך את ההרצאה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:16) : כנראה שאני לא אערוך את ההרצאה כי אני לא הקלטתי את ההרצאה. לא שבתם לב שלא היה רקורד, לא, משנה, ההרצאה לא תהיה. אלא אם אני אקליט אותה באופן עצמאי, אני אעשה את זה אני אקליט Sylvia אתכם אותה באופן עצמאי, לא הקלטתי, שכחתי את Evil Readeben שחכתי אותו בתוך התרגשות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:34) : אבל אני אעשה אותה בפן עצמאי ואני אוריד את התמונות, ואני אלה אותה ליוטיוב ואני אשלח קישור. 
חיה: (1:29:41) : בסדר, 
Zizi Katz: (1:29:42) : תודה. 
Zizi Katz: (1:29:44) : הרצאה טובה. תודה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:45) : תודה. סליחה, 
חיה: (1:29:48) : למי שאין אינסטגרם וגם לא פייסבוק, אפשר ליהנות מהטיקים שלך? מהוואטסאפ? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:56) : או 
חיה: (1:29:56) : במייל? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:59) : אני, את יכולה, אבל את צריכה לשלוח לי הודעה. זאת אומרת שכאילו אני לא, אני לא, אני לא יכול כל אחד בריר, אני אשלוח לו את הסרטונים, אבל אם תשלחי לי הודעה כל בוקר, או כל, אני מלא סרטונים בראשון, שלישי וחמישי, לא כל יום. טיפים כל יום אבל פעמיים בשבוע פוסטים .3 פעמים בשבוע סרטונים ביום שאני עושה סרטון אתה יכול לשלוח לי בבוקר אתה יכול לשלוח לי את הסרטון באופן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:27) : Şuותאפ אני אשלח לך וגם לא דרך קישור או זה בסדר 
חיה: (1:30:31) : איך לשלוח? ביוטאבס וושטאפ 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:33) : שכי לי הודעה, שכי לי הודעה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:37) : לכן אתה יכול לשלוח לי את הסרטונים הרי על המחשב, אני מעלה אותם הרי דרך המחשב, אז יש לי אותם לשלוח אני פשוט לא יכולה לשלוח אותם לכל אחד אלא ספציפית. 
חיה: (1:30:48) : ברור, תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:49) : לא טיק טוק, אני לא בטיק טוק, לא. לא לא עזבו אותי מהטיק טוק, גם טיק טוק יש לו, אני אגלה לכם סוד למי שבטיק טוק. טיק טוק יש לו, הוא מבקש הרשאות תוכנה, בעצם לעקוב אחרי כל מה שאתם עושים בטלפון. יש על פייסבוק, וואטסאפ, אינסטגרם, הם מבקשים הרשאות לעקוב אחריכם רק כשאתם בתוך האפליקציה, או שהאפליקציה עובדת ברקע. טיק טוק מבקש הרשויות לכל האפליקציות בטלפון, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:22) : והמעקב שהוא עושה הוא יותר אינטנסיבי, ויותר רחב משאר האפליקציות. אני לא מתעסק עם הסינים, עזבו אותי. לא מתעסק איתם. 
Shlomo Batsia: (1:31:31) : אתה רוצה בלנדליק? 
Shlomo Batsia: (1:31:34) : אתה חייב? לא, אתה חייב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:36) : בוא נראה. 
Shlomo Batsia: (1:31:37) : אני שומעתי איך אתה. 
Shlomo Batsia: (1:31:42) : שאלות. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:42) : עומר, אתה 
Zo: (1:31:42) : שומע אותי? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:44) : אני שומע, אני שומע. 
Zo: (1:31:47) : טוב, איך אתה מגיע לחישן היחסון הזה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:50) : חישת היחסון, לא חישן היחסון, ‫חישת היחסון. ‬
Zo: (1:31:54) : ‫חישת ‬
Zo: (1:31:56) : היחסון... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:01) : ‫מצאת? ‬
Zo: (1:32:04) : ‫שינוי האופן שבו חישת היחסון. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:06) : ‫-כן. ‬
Zo: (1:32:06) : ‫בואו נראה. תודה רבה, ‫בסדר גמור. ‫אם ‬‬‬
Zizi Katz: (1:32:10) : הוא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:10) : לא דולק, ‫אתה מוזמן להדליק אותו. אה, ‬
Zo: (1:32:13) : הוא דולק. אז 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:14) : איפה, יכול להיות שבהגדרות של המחשב שלך מי שהתקין לך או איך שקיבלת את זה, את דולק. יש כאלה שכן ויש כאלה שלא, זה באמת תלויו. ואם הוא דולק אצלך, אז זכית, כי הוא באמת עושה עבודה נהדרת. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:27) : כן, 
Zo: (1:32:27) : אני רואה. הגדעגת אותי קצת עם העניין הזה של 20% ב-SSD. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:33) : אתה צריך כמה יש לך? 
Zo: (1:32:36) : לא, זה SSD עם היד, חיצוני. לא, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:40) : אוקיי, אוקיי, אבל זה יותר בסדר, למה? כי בגלל שחיצוני לא עובדים עליו בצורה שוטפת, אני לא יודע אתה באופן ספציפי, אם לא עובדים עליו באופן שוטפת אז זה לא כל כך מדאיג. יותר מדאיג זה קוננים שהם עובדים עליהם במערכת ההפעלה. 
Zo: (1:32:56) : קוננים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:57) : שלו במערכת ההפעלה לא 
Zo: (1:32:58) : דווקא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:58) : חיצוניים, אתה מבין? 
Zo: (1:33:00) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:00) : עובדים עליהם בצורה אינטנסיבית, זאת הבעיה. 
Zo: (1:33:03) : אהה. אוקיי, תודה, בשלב נמוך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:06) : תראה, אגב, הקונן החיצוני שלך הוא SSD? 
Zo: (1:33:09) : כן. אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:11) : כי רוב הקוננים הם HDD. 
Zo: (1:33:13) : לא, לא, לא, הוא SSD, הוא Tera, 1 Tera. יפה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:17) : מאוד, אז השקעת, יפה מאוד. בסדר. 
Zo: (1:33:19) : אם זה משהו רצוני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:20) : ואתה לא עובד בו כל הזמן, אז גם אם יש בו מעט מקום זה לא נורא. 
Zo: (1:33:24) : לא, רק יבואי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:26) : טוב. איזה נחמדים, מה שהצעתי לפעל תהיה מצוין. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:32) : איזה באסה שלא הקלטתי את ההרצאה? לא משנה, פעם הבאה אני אעשה את ההרצאה הזאת שוב או שאני אקדוץ אותה לבד נראה. 
רחלי יהושע: (1:33:39) : עומר אני מחכה לך לעזרה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:42) : טוב בסדר. 
רחלי יהושע: (1:33:44) : אנחנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:44) : נדבר מחר. 
רחלי יהושע: (1:33:46) : לא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:46) : עבדנו? מתי? 
רחלי יהושע: (1:33:47) : לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:48) : עבדנו 
רחלי יהושע: (1:33:48) : עכשיו, עכשיו אנחנו סיימים והתאיתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:50) : בסדר טוב. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:33:54) : עוד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:54) : שאלות בקשות מענות טענות הצעות אני פתוח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:00) : רבע שעה לשאול אותי כמה שאתם רוצים. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:34:02) : רציתי להגיד שאני מאוד נהנה מההרצאות שלך מדהים מדהים מדהים 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:34:08) : אני אגיע גם לחקר שלישי. כתוב 
רחלי יהושע: (1:34:11) : את זה 
רחלי יהושע: (1:34:13) : במשוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:14) : תכתוב תכתוב תפרגן. תכתוב תכתוב 
